bank_name,location,concatenated_text,review_count,avg_rating,detected_language,sentiment,sentiment_score
BMCE Bank,"Q58R+F8G, Av. Moulay Ismail, Tanger 90060, Morocco",kept waiting for the director while she was talking to her friend in the office bad employees terrible customer service disrespectful staff zero assistance simple documents impossible to obtain without begging nonexistent organization i strongly advise against opening an account there guaranteed waste of time excellent service terrible customer service disrespectful staff zero assistance simple documents impossible to obtain without begging nonexistent organization i strongly advise against opening an account there guaranteed waste of time excellent service bad employees kept waiting for the director while she was talking to her friend in the office service nulll service nulll,10,1.8,en,Negative,-0.16190476190476186
BMCE Bank,"Q5FC+44C, Tangier 90060, Morocco",i am very unhappy with the service offered by bmce bank one of their employees left his post during working hours to take his lunch break without a replacement leaving customers present in the bank unattended for more than minutes the banks security personnel also failed to communicate properly with customers to inform them of the situation the service is the service really needs to be reviewed the person at the counter doesnt say hello to you and on the phone instead of serving you its really unpleasant as well system always down useless conveniently located atm,5,2.6,en,Negative,-0.18855555555555553
BMCE Bank,"Quartier Al Kamra, Yacoub El Mansour, X4RH+JW4, Yacoub El Mansour 10053, Morocco",as a loyal customer for over years i am very disappointed by the deterioration of this agencys service service that was once excellent is now poor the advisor on site is incompetent and completely lacking in professionalism i no longer feel listened to or cared for like before its really a shame to see such a decline in the quality of service good i strongly advise against any sense of welcome or professionalism look for another bank very cold reception i asked for the list of documents to be provided in the event of a death and the advisors did not have an official bmce list they relied on their memories to answer me i asked to speak to the director of the agency saying that it is not normal that a large bank cannot provide its customers with this type of document this director was surprised by my request got angry telling me that we were wasting our time and that this type of request is handled at home that its friday and that he has to go and pray and a bunch of other things except the essentials i was still weakened by the death of my father i left the agency there is sometimes a real lack of skills among certain leaders which leads to a feeling of disappointment and frustration catastrophic reception and service for businesses i ended up opening my company account at attijari next door the gentleman stayed on his cell phone finished his personal call in minutes before turning to me and contemptuously asked me about contracts with my clients attijari are magnificent,5,1.6,en,Neutral,0.06209325396825396
BMCE Bank,"Rue Abou Abdellah Nafii, Casablanca 20250, Morocco",no system if you plan to open an account there run away impossible to withdraw my money for a week official excuse no system what a shame for such a bank i am withdrawing all my bmce accounts as soon as possible the staff particularly the client service representative is friendly and approachable which is a positive aspect of this branch however the banks system seems to be perpetually down creating a frustrating experience for customers clients are forced to wait for extended periods without being able to complete their transactions this recurring issue reflects poorly on the banks efficiency and reliability its essential for the management to address these system problems to ensure smoother operations and better customer service for a complaint about a staffing bug ive been struggling for more than months the worst very unfriendly customer service if you dont like your job just go find another job this bank is catastrophic the bmce massira agency is incompetent no telephone number customer service gives nonexistent telephone numbers its a shame i had to call more than twenty times from abroad to get the correct number,5,1.2,en,Neutral,-0.025149219467401288
BMCE Bank,"RWGH+FFH, Av. Mohamed V, Khémisset, Morocco",a blind person is more likely to see light again than what you might see on the atm screen still no funds i changed banks because of this agency bmce located in the city center near the roundabout and shell gas stationcaf malevitch the worst agency you can see the security guard is rude its as if he were the owner of the bank bad agency,5,1.0,en,Negative,-0.17777777777777773
BMCE Bank,"RWGM+JFR, Avenue Resistance, Khémisset, Morocco",abominable customer service arrogance and lack of professionalism guaranteed with a touch of disdain towards mres and of course with the low class of morocco sad personal i went to the bank this morning the agent cashier was very mean disrespectful customer service at this bank its zero the agent cannot even smile or say good morning or say salam please be nice to the customers thank you faulty atm nan our bank is grateful for its good reception and dealing,5,2.4,en,Positive,0.17421874999999998
BMCE Bank,"V3MF+GPR, Bd Palestine, Khouribga, Morocco",ayoub nan nan moroccan foreign trade bank good service available,4,3.75,en,Positive,0.325
BMCE Bank,"V3MJ+MGG, Khouribga, Morocco",nan nan,2,3.0,tl,Neutral,0.0
BMCE Bank,"V3PX+H95, Khouribga, Morocco",nan bad service per nan bad service,5,2.6,en,Negative,-0.6999999999999998
BMCE Bank,"VCRF+HC8, Meknes, Morocco",service i call to find out the lady who answers doesnt even give me the time it seems she just wanted to tell in this case why remove this phone number like that no one bothers you nan good services good dealing with customers in general lack of credibility and selectivity in dealing,5,3.2,en,Positive,0.48333333333333334
BMCE Bank,"W2J8+83W, Saïss, Morocco",nice tried to exchange money here the man at the till and the other exchange next to him said their system was not working or they had no foreign currency to exchange and that i should go to global exchange which charged vs their listed on selling dirham on arrival they have another exchange inside so obviously they had enough currency and the system was fine so be prepared to not change money at the airport this just left me with yet another final bad taste for the culture here nan,3,2.33,en,Neutral,0.023106060606060616
BMCE Bank,"W3QX+XWQ, Temara 12000, Morocco",i have visited the bank three times and each time my experience has been very disappointing due to very poor service the worst bank ever no service they dont respect their clients after the change of lousy staff service still unreachable by telephone no processing of requests worst customer service all new employees dont care and think they are the owner of the bank employee act like director when you come for your money they will ask you to come back couldnt deposit money they asked for documents like molataa they said you cant deposit even one dolar but you can deposit it or more to pay fees really no since before was good when was only bmce and different employees now it is worst i closed my account and went to different place do your homework it is not the only bank the service and miserable on everything wlad mtaa temara,5,1.0,en,Negative,-0.26603535353535357
BMCE Bank,"W4J3+666, Temara, Morocco",poorly organized agency it is the only bank branch in the area where customers are left waiting outside whether in the sun or in the cold in addition the security guard gives priority to people he knows or good rich customers a real lack of respect for ordinary customers very bad treatment region faussil very bad service and treatment they will not accept the transaction with you if you are not a member of their agency even if you are from a far away city the security guard he has all the powers prevents you from even entering dplac meadows dear ibrahim look for another one i tried them more than times and there is no life to whom you are calling it deserves stars nul visually zero,5,1.0,en,Neutral,-0.08535714285714281
BMCE Bank,"WF24+QFJ, Rue Ouakaat Zalaka, Meknès, Morocco",the worst bank in morocco avoided like the plague no cashier he went to eat or not there yet zero services i withdraw of my accounts a very reliable bank in outside of morocco the staff are incredibly nice and caring they can go above and beyond to serve you down to your preference of mobile tools for updates i am very happy with the quality of service the agencys proximity and the peoples humanity faulty computer system bank card full of operating problems ecommerce provision automatically activated without customer consent and its cancellation is impossible poor quality of service you have to contact the agency several times to resolve an operating problem created by the bank itself and no solution in the end i am closing my account with them conclusion bmce source of problems strongly not recommended i tried to contact them for a very important matter the phone rings and no one answers zero zero services the gentleman in charge of customer service still absent an investigation should be opened concerning this agency,5,1.8,en,Neutral,0.017777777777777774
BMCE Bank,"WHJ3+QP8, Errachidia, Morocco",it is located on mohammed vi targa street nan service nul good good treatment,5,3.0,en,Positive,0.7
BMCE Bank,"WHMC+7W6, Errachidia, Morocco",nuuul and mamrebich security agent zero service and zero staff from zero the worst of hya hadi agencies crowds crowds no system no it is a big city and the capital of a region with banks bmce the height of arrogance on the part of most of the banks employees they think that the banks owners are the only ones who care about them even the owner must have a smile and a desire to help they deal with everything contempt the fault is not in them in the first place but in their leaders who do not play the role of watchdog arrogance and poor behavior bmce errachidia agency bad services always the counter is empty,5,1.0,en,Negative,-0.12777777777777777
BMCE Bank,"WMF8+X7Q, N2, Berkane, Morocco",i live in france and opened an account at bmce for years for years i have been requesting an access code to manage my account from my platform i never got a response in october during the all saints holidays i took the whole family knowing that i have the sum of dirhams in my account i went to withdraw a small amount i learned that my account has been locked since april months ago without my being informed my account was hacked the sum of dirhams were drained from it by scammers seeing that i was not the originator of his transfers they blocked the account late in a single day there were transactions of dirhams each when i asked the director of the agency for explanations aucubrvteponse from him and no advice on how to get my money back the only thing i could do is file a complaint at the police station and the berkane court when i returned to france i sent emails without receiving a response from them i alerted the intermediary agency in orleans also sent emails to their colleagues at the berkane agency and received no response from this director they advised him to file a complaint against the agency and don director i conclude that this agency is in on it involve the berkane judicial police it can only be them who are behind this scam im still waiting for a solution one star because i cannot put agency to flee i think the advisors are ghosts no responses to my emails or my appointment requests they even block my agency transfer request you lose a customer you managed to make me leave when it had been several years a single window at peak times and at a time when there is a large presence of members of the moroccan community very poor services very bad service and unfriendly staff you come from abroad and you need your money and you are simply not helped which is a bad service i will immediately take my money out of here and take it to another bank that has better service this is really not possible very slow services,5,1.2,en,Negative,-0.15058132343846628
BMCE Bank,"X45J+2C9, Av. Annakhil, Rabat, Morocco",very bad experience one of the worst banks in morocco with so lazy stuff some of them with no experience i advice anyone to stay away of this bank i opened a moroccan account living abroad ten years ago although i am not there to go to the agency no one answers the phone or email impossible to manage your account remotely customer service i even made complaints write mail call every day there is no one i want to cancel but i have to take the plane for that i dont want to deal with them anymore null null null great service the cashier went out to help a person who couldnt walk and took him back to sign in the car at first i got angry because i thought he had abandoned his post so i reward him with this message,5,2.0,en,Negative,-0.2376666666666666
BMCE Bank,"X5G9+2P2, Rabat, Morocco",nan good bmce bank branch good service nan with drivethru service,4,2.75,en,Positive,0.7
BMCE Bank,"X5V2+5XH, Rabat, Morocco",i share the opinions poor service lousy insolent and incompetent staff its better to close this shop service excellent the worst bank agency i have ever encountered if you want terrible treatment of your business this is the place to go our dear rbati administration is improving but this agency has taken over ill try to give the guard at the door balls maybe ill make myself heard better well done good morning to travel from bouznika to rabat to carry out an operation and then i am told the system does not work frankly you need to review your defective system because it is not the first time and i will not wait long to change banks days ago i made an official complaint by calling the casablanca emergency service for the lifting of my mortgage and i still have not obtained satisfaction my loan ended at the end of july and ive been waiting months for my hand to be raised please pass my complaint message to the director of bmce ibn sina who does not do what is necessary before i file an additional complaint thank you have a nice day,5,1.8,en,Neutral,-0.09166666666666666
BMCE Bank,"X5V3+526, Av. Michlifen, Rabat, Morocco",nan as a former banker i highly recommend the bmce agency on avenue michlifen the staff is always at your service offering exceptional quality of service a big thank you to the whole team and in particular to mr el kebbaj the director of the agency lousy service the costs remain expensive depositing money via the electronic counter is available at this agency unsatisfactory and long service indeed no respect for customers a young woman at the counter only satisfies the instructions of the hierarchy and not of the customers the worst service among the bmce agencies in rabat order must be put in place in this agency,5,3.2,en,Neutral,-0.027435897435897437
BMCE Bank,"X5W2+P2J, Rabat, Morocco",no words to explain how bad its was the experience there no words to explain how bad its was the experience there this bank needs to rethink it locations startegy i thought its just in small cities but even if big cities you will need ages to find a branch never seen before lahawla wala kowaa a bmcebanque afriqua bank agency located on avenue de france in rabat not respecting customers on friday january around pm the customer reception service processing of checks payments withdrawals etc of this agency was on a total break because according to the security guard all the staff left outside this agency to have lunch hhh and you have to wait at least min to receive customers and resume service its so strange a central investigation via mediation will help clarify these bad practices considered unacceptablethings to follow never seen before lahawla wala kowaa a bmcebanque afriqua bank agency located on avenue de france in rabat not respecting customers on friday january around pm the customer reception service processing of checks payments withdrawals etc of this agency was on a total break because according to the security guard all the staff left outside this agency to have lunch hhh and you have to wait at least min to receive customers and resume service its so strange a central investigation via mediation will help clarify these bad practices considered unacceptablethings to follow no words to explain how bad its was the experience there this bank needs to rethink it locations startegy i thought its just in small cities but even if big cities you will need ages to find a branch worst staff worst service terrible experience everytime customer service leaves something to be desired advisors do not dedicate their attention to a client and even less to the one in front of them expect a wait of at least one hour if you need more than withdrawing money very small and restrained place the other branch in rabat is better this bank needs to rethink it locations startegy i thought its just in small cities but even if big cities you will need ages to find a branch customer service leaves something to be desired advisors do not dedicate their attention to a client and even less to the one in front of them expect a wait of at least one hour if you need more than withdrawing money very small and restrained place the other branch in rabat is better worst staff worst service terrible experience everytime worst staff worst service terrible experience everytime never seen before lahawla wala kowaa a bmcebanque afriqua bank agency located on avenue de france in rabat not respecting customers on friday january around pm the customer reception service processing of checks payments withdrawals etc of this agency was on a total break because according to the security guard all the staff left outside this agency to have lunch hhh and you have to wait at least min to receive customers and resume service its so strange a central investigation via mediation will help clarify these bad practices considered unacceptablethings to follow customer service leaves something to be desired advisors do not dedicate their attention to a client and even less to the one in front of them expect a wait of at least one hour if you need more than withdrawing money very small and restrained place the other branch in rabat is better,15,1.2,en,Negative,-0.25877192982456143
CIH Bank,"167 Ave Des Far, Nador 62000, Morocco",agency without commitment and without providing clarifications always khswk testana h bach dir haja the officials of the banking institution request that the investigation be conducted on saturday an agency without services and the use of the amazigh language rather than arabic in addition the internet does not exist there is no power nor strength except with god the staff could be more professional and stop taking personal calls while working very disrespectful to the customers,5,1.4,en,Positive,0.2
CIH Bank,"17 Av. Belgique, Tanger 90060, Morocco",it gets very crowded alot and too much waiting time needed for simple tasks that the only down side with this bank especially this location the cih bank is one of the larger banks in tangier that specializes in mortgage and home improvement loans for villas and apartments i once tried to obtain money dirhams from the atm machine here but it did not work so i had to go to another bank to get cash its the worst bank ever i wish if theres star i could give it to youu the system is always down and some agents do inappropriate stuff inside the agency also they close before the mentioned closing time i went to get my new card and had spent over an hour waiting for the unproductive workers there and suddenly after i finally got my turn one of the women there told me that you would find your card at the first bank you opened your account at i felt speechless and then i went to that bank they told me the card doesnt exist here youll find it at your current bank i felt like a tennis ball finally finding it there in the first place bad customer service slow service incompetent workers,5,2.0,en,Neutral,-0.08623737373737372
CIH Bank,"18 Bd du Fouarat, Casablanca 20000, Morocco",if i had the choice to put less than a star i will submit it everytime i go there the system is perturbed i dont know why i just want to know the reason why they are chasing people they just want to sit there and laugh with each other and talking when people need the service today i was in the need for a service and the old man there he didnt even give me time and told me the system is perturbed i cant do anything for you what is that but i swear i made my decision its the last time i will choose or tell someone to work with cih if i could give to this bank i would have done it they also have scandals that we hear every day from atms that are not functional yesterday i was debited dirhams from my account without this atm taking any money out of me for fear that it would come out so slowly that my card i stayed more than minutes calling the security and the staff who are inside no one came to present me with help so that the scene closes with this famous branch manager who looked like a witch when i returned to report to them that the atm is not functional and that it takes forever for each operation and that naturally i contest the fact that no one came she answers me with a mocking smile madame make a complaint to your agency the atm problem does not concern me professionalism integrity frankly its not a bank its a brothel thank goodness that i am not your client poor service poor service service mediocre,5,1.0,en,Neutral,-0.026111111111111123
CIH Bank,"187 Av. Mohammed V, Marrakech 40000, Morocco",we bring our money to you then they pay you without us costumers and our money you cant do nothing over there so you must do your job also there is people who speak chinese english but no french please improve your communication skills worst customer experience ive ever had i try to reach them on the phone but they are not responding at all very very bad how ridiculous in according to the banking ordinance of this bank foreigners are not allowed to send money unless you have a resident id card over the years living myself as an expat in morocco i paid my house rental payment in different banks without any problem including the postal banking this is the first time that i saw a moroccan bank not allowed foreigners to send money to moroccan peoples bank account the narrowed service like this it forced the landlord of my rental house opened an account in another bank in order i could pay him the rental payment since hes living in another city very goodspecial modelshopworkres setsup goodlovexepted guestimatelly keepstold thankfullove moralslive youssuited setupsed my information personal quality information dipartements withe love policy and to time of overtime the best bank they have a lot of offers,5,2.6,en,Neutral,-0.0352380952380952
CIH Bank,"253 Avenue Mohamed Bouziane Residence Farhatine 14, Casablanca 20000, Morocco",i was not satisfied with their treatment i came to get some money at minutes they told me that the employees were going to break their fast hahaha teach the security employee not to interfere in matters that do not concern him i visited this agency today and was faced with a frustrating situation as i had to endure a long wait while an employee engaged in a personal conversation unrelated to work its essential to improve your staffs customer service skills especially when it comes to customers wanting to create convertible accounts with high conversions to my great surprise i was even advised to change companies due to the absence of the director this experience left me with an unfavorable impression on the quality of service lack of smile bad customer service i dont understand is the security guard a bank employee he was the one who told me that the system no longer works when i asked to see someone i waited about minutes with no response,5,1.4,en,Neutral,0.008166666666666678
CIH Bank,"47 Av. Allal Ben Abdellah, Rabat 10000, Morocco",the worst cih agency in the entire rabat the staff always ignoring clients always act busy although theyre clearly dont have important ongoing tasks dont open your accounts in this agency good the slowest such a miserable agency nothing works there not the atm not the clerk in charge of organizing the lines the farm is absolutely more organized than that place end of service at pm because it is ramadan time but is this a joke not serious service i do not recommend,5,1.6,en,Neutral,-0.0030303030303030372
CIH Bank,"49 Av. Anfa, Tanger 90060, Morocco",i was there at h and wait for mins theres no one to service me i have work im not free all day to wait for someone if i could give zero stars i would do it the worst treatment you could possibly receive they left me at the door the guard did not answer so he opened the door because he was busy with the employee i was carrying a lot of money and i was afraid for the money to be stolen because it was out of my pocket the important thing is that i advise every reader to come to this agency they are all poorly educated from the door to the reception is the director helpless systeme is tooooooo slow poor service haughty employees sometimes you have the impression that they are doing you services out of their own pockets lack of politeness the memory that i have among several is that there was a certain cashier who was jovial and she made one day i asked her a question which was completely natural the absurd answer the the accent the gestures and the facial expressions in short i didnt like it im not asking for anything im not going to joke with you or disrespect you but the least i can do is respect my status as a client and answer questions professionally and especially not in a pretentious tone it makes me want to throw up this kind of behavior in short i travel almost km to go to another agency just to avoid dealing with this kind of employee the new agent in commercial operations office is rude she cannot manage the queue keeps serving people and its not even their turnwhatever you ask her you need to come back in h or call,5,1.4,en,Neutral,-0.031457431457431455
CIH Bank,"5 Avenue Mohamed VI Cp, El Jadida 24000, Morocco",long line slow processing and annoying experience the staff are friendly and they are doing good but the service needs improvement i personally wasted min yesterday in vain and im writing this review while waiting for more than min edit i didnt come to this agency for more than a year i arrived today and its a mess a long line waiting under the rain slow processing very terrible security agent and probably hes the worst at handling clients unfortunately this was a terrible experience with this bank their online services are good but their offices are lacking professionalism and creativity it feels like we have to wait for food during a crisis i am sorry but i wont wait under the rain with other people just to put some cash in my bank account its really absurd long waiting time and the staff are very unprofessional one worker screamed at this young gentleman and his mother because he asked her to stop chatting with another client as they are in a rush she threatened them and was very loud in front of everyone cih zero professionalism slow service,5,1.2,en,Negative,-0.151875
CIH Bank,"5 Bd Marrakech, Khouribga 25000, Morocco",ive waited for hours to get my turn their act not professional long waiting time for some basics services horrible customer service good customer service agency,5,2.0,en,Negative,-0.10000000000000003
CIH Bank,"59 Bd de Sebta, Mohammédia 28800, Morocco",worst service they kick clients out of the bank so they can have a restful day the worst service ever can exist on moroccan territory small agency with no chairs only one person working the rest either outside or away and the boss head of agency has no manners nor can he answer any question to be served there you must know an employee pure old moroccan mentality when customer service is defined by your relationship with employees the rest can wait there for hours the phone will not answer in of the time and they have been telling us it is just a temporarily issue for over months unfortunately we were forecd to change the bank if it was possible to give no stars i would have done it the worst service ever you wait for h and at the end they say we need to close at h or worst the famous excuse the system is down the biggest mistake of my life is opening an account in this agency a horrible service with lazy employees no one cares about your concerns the phone never picks up avoid opening an account in this place at all costs,5,1.0,en,Negative,-0.33695436507936505
CIH Bank,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Morocco",good service nice bank good its been two years or more i have no access to my account i live abroad and i needed to change my phone number they asked for some administrative papers and then ghosted me i keep calling but no one answers spent much money in calls that i could use to buy a flight ticket and travel to the agency i mean man months waiting to change my phone number and still no result wth i am done with this bank bon service its been two years or more i have no access to my account i live abroad and i needed to change my phone number they asked for some administrative papers and then ghosted me i keep calling but no one answers spent much money in calls that i could use to buy a flight ticket and travel to the agency i mean man months waiting to change my phone number and still no result wth i am done with this bank good good service bon service nice bank,10,3.4,en,Positive,0.30298295454545454
CIH Bank,"6FV7+8C8, R201, Youssoufia, Morocco",nan nan why is the phone number not found nan bmce banq,5,4.0,en,Neutral,0.0
CIH Bank,"6J9H+35V, Biougra, Morocco",worst bank ever is a bank of cih service is very slow good bad service,5,2.6,en,Negative,-0.34750000000000003
CIH Bank,"7 Av. Al Abtal, Rabat 10000, Morocco",i would like to inform you of my dissatisfaction with the cih abtal agency this is without a doubt one of the branches offering the worst service among all banks and more particularly among cih branches i regularly frequent this agency because it is the closest to my office however agents constantly find excuses not to perform their work such as recurring system outages or unwarranted breaks during posted working hours the lack of respect and professionalism of certain cashiers is particularly worrying i have been observing these dysfunctions for more than two years now without any development or improvement in this agency please intervene to resolve this problem and guarantee a service that meets the standards of your establishment my only experience is with ms rim who i find friendly and helpful whats annoying is the waiting time and the people who jump in without respecting others under the pretext that they just have a quick question it appears that cih bank is imposing restrictions on the use of certain visa cards for online purchases including for services like netflix this can be frustrating for foreigners wanting to make payments service systeme tayh as usual,5,1.6,en,Neutral,0.0075148809523809396
CIH Bank,"796H+4X4, Kenitra, Morocco",the worst bank in the country bad slow service you know am baaaad am baaaaaad really really baaaad garbage service they act as if you inconvenienced them with your silly problem,5,1.8,en,Negative,-0.45999999999999996
CIH Bank,"8 Av. Hassan II, Marrakech 40000, Morocco",the worst agency you will ever see pay attention from it i come from thinking that cih over there is worse but i think this is the worst agency to youssuited purposesame wholesome quality information personal notices thats department justice united states usa american aproposed government standards privacy less lowkey privacy laws and policypermitted thanks to and domains professionals users systems touristics up to hotels marrakech city marocco its good plice good nice service very slow and there are not flexible with there clients and they say that the app is very slow very slow and there are not flexible with there clients and they say that the app is very slow i come from thinking that cih over there is worse but i think this is the worst agency the worst agency you will ever see pay attention from it its good plice good nice service to youssuited purposesame wholesome quality information personal notices thats department justice united states usa american aproposed government standards privacy less lowkey privacy laws and policypermitted thanks to and domains professionals users systems touristics up to hotels marrakech city marocco,10,2.6,en,Neutral,-0.0955555555555555
CIH Bank,"89 Boulevard de la Résistance Lotiss، Mohammedia 28800, Morocco",bad staff the worst service ever always very very busy the stuff there are not responsible and disgusting salamo alikom i am a cih customer and currently in the state for business and i have been trying to reach out these people mounia fatiha wafaa and lamia account representatives using international data and none of them pick up the phone i have never seen such a poor customer service all i am asking is to do your job and pick up the phone rahe ram hadshi li kadiro fih lahe iyakhod fikom la,5,1.2,en,Negative,-0.3411111111111111
CIH Bank,"9CRJ+JRF, Agadir 80000, Morocco",good service bad customer service no respect rude i waited more than hour just to make a deposit and there is only one person working inside where is the second one taking a vacation gatt agency on the mezyan website most of the users deal with mezyan and security is what people are born with i used to call the agencys phone number and no one answered without this everything is fine the employees in this bank were very rude the treatment there is quite long massive flow bring your own chairs they dont have them the wait will be very long,5,2.4,en,Neutral,0.09320512820512822
CIH Bank,"9QRM+W5J, Oulad Teima, Morocco",goodbye sir i am writing to you to express my deep dissatisfaction with the service of your bank branch in ouled teima i have recently tried to contact this branch by phone several times but have never been able to get through to anyone the calls i made were all ignored and i received no response to my voicemails i am extremely disappointed to see that your banks customer service is so poor i expect banks to provide superior services especially when it comes to answering calls from their customers i hope you will take the necessary steps to improve the quality of service at this branch if this situation persists i will be forced to look for another bank that offers superior services i thank you for your attention to this matter and i await a response from you sincerely rida nan there is always a broken system around it that makes you feel tired nan,5,3.0,en,Neutral,0.016666666666666653
CIH Bank,"Al Bousstan II, Casablanca 20250, Morocco",i am very disappointed with the customer service i received at your agency the staff was careless preoccupied with personal conversations and not attentive to customer needs a very disappointing experience good service frankly especially mrs manal smiling dynamic and helpful worst bank ever service bad service,5,1.8,en,Negative,-0.3455
CIH Bank,"Alles De La Gare, Bd Chefchaouni, Casablanca 20000, Morocco",agency to avoid poor service the simplest thing for them is to send people away under the pretext that the system does not work when the advisors are peacefully having their lunch when you come back in the morning the advisor quietly lies so as not to deal with you professionalism agency to be banned from the cih network or staff to be sacked a note rather to the bank rather than to the application all atms are broken down and lacking liquidity even oumniya bank the subsidiary ain sebaa agency in populated areas to do a simple operation it takes me at least half a day applications often broken down constantly experiencing technical errors noncourteous and impolite bank staff i am not generalizing but from my experience with the cc of hours on phone calls with his friends certainly the cih as a bank is catastrophic in terms of network and security except that the staff of the ain sebaa agency are a homogeneous helpful smiling and attentive team the agency director often answers the mobile phone and the great mr amine joker of the agency who never stops solving all the problems and answering customers questions hats off to the young girls and young men too mr amine and the team are the only reason why i keep my account open at cih some employees incompetence made me think ill get my credit card in a week but i got in weeks this agency will make your life difficult the manager who is in this special agency is teaching him education because he is dull and dull and he goes back to reading and gets bored lol,5,1.8,en,Neutral,-0.03713151927437642
CIH Bank,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass، الدار البيضاء 20000, Morocco",terrible service i was treated very rudely by the front desk very mean people poor customer service on a saturday with system down their doors were open i have an account for over years now i dont have credit card or anything else on the account i moved to another city when the agency in my city calls them to change the number or the agency they refuse and request my presence i got no service from this bank and by law that account should be canceled since it has been over years the worst experience ever the people there are very very mean and not helpful at all the system is always down and the agency never answer the phone it is always plugged out also there this sonia rabii who is terrible at treating her clients always on ptos and never answers the phone or emails i dont understand why no one is interfering in this,5,1.8,en,Negative,-0.4913611111111111
CIH Bank,"Av Khalil Jabran Prg.oum Rabii, N 74 Lotissement Essalam, El Jadida 24000, Morocco",worst service i ve ever seen due to all respect to the few good people working there but its the worst customer service ive ever seen in my life such rudeness careless attitude by customer service try to improve customer service first than try to attract new customers very bad customer service the system is down everyday system always has been down,5,1.0,en,Negative,-0.24305749805749804
CIH Bank,"Av. Abdellah Guerssifi Lotissement Al Houda Lot 78, Type H, Agadir 80000, Morocco",employees cannot accept your document i dont know why i just changed the agents and its done bad experience very good customer service such a busy place they need more employees to overcome the needs of clients i personally have to wait some time for like an hour for my turn and thats not cool at all very bad service i would never recommend it dont know why but the employees are always tired or angry and every time you need to wait for your turn,5,2.4,en,Negative,-0.11749999999999998
CIH Bank,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000, Morocco",very bad service always busy very bad service always busy very bad services the worst service ever ive been here for almost an hour and im still waiting for my turn the workers are so slow and theyre literally chitchatting while people are waiting its a shame that we still have agencies like that in this country very disappointing good,5,1.8,en,Negative,-0.43444444444444436
CIH Bank,"Av. Al Massira Amal 5، Y Al Mansour، Rabat 10000, Morocco",the cashier at this branch was terrible he told me i could only deposit money here twice a week and told me to go to another branch i have to go to another branch that is very far away and asked me why i deposited money is it your business to know unfortunately services that fail to meet expectations worst service ever they just don t care about customers always you have to about min to be your turn and also you have to stand outside of the agence this is the worst bank agency ever there was only one cashier after hours of waiting the line the cashier said he cant take my check because he needs to close the system before but the bank should close at,5,1.0,en,Negative,-0.43
CIH Bank,"av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad, Morocco",worst service in the world also please dont trust this bank worst service in the world also please dont trust this bank service is very fast but you need to wait for a long time untill your turn slow service you have to wait for a loong time and the system is always down for some reason very long wait due to staff taking hours for lunch slow service you have to wait for a loong time and the system is always down for some reason service is very fast but you need to wait for a long time untill your turn very long wait due to staff taking hours for lunch good quick service people respect their client and deal with you nicelly good quick service people respect their client and deal with you nicelly,10,2.2,en,Neutral,-0.044691358024691326
CIH Bank,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Morocco",i loved the lab and the lab which you say i did not challenge in front of you i only attended the day before the eid people took over and made the employees aggressive but when i came on friday may it was working well and time was not lost good service in a good time i have visited multiple bank branches but this one stands out as completely different firstly it is never empty theres always a crowd indicating a need for the parent company to consider opening another branch its unreasonable to wait minutes for your turn just to receive decent service the staff inside are generally quite good especially one man who has been working there since the opening i believe he is the manager and his dedication and helpfulness are commendable however the security guard is a different story he is unhelpful and seems to be doing his job begrudgingly as if he is being forced to be there his attitude and lack of assistance are disappointing and detract from the overall experience at this branch the worst banking experience you could have rude bankers and staff the system always down the atms always short of money short of bankers much cuts from the accounts and the list goes down as worse as you could imagine i woke up today i came a long way to hear that we have work today knowing that in the google browser they say that they are working today one of your worst children who wakes up with all activity and a bank worker comes to bother you all day even one star that you do not deserve the worst agency i have ever dealt with extremely unprofessional if you need even one simple document they wont provide it citing system issues as an excuse youre told to come back the next day which is completely unacceptable the bank director is almost never present and the lack of communication is appalling overall a terrible service experience,5,2.2,en,Neutral,-0.08665123456790126
CIH Bank,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000, Morocco",they always have problems with the server and they dont understand anything how to deal with customers there is no light or no internet connection the important thing is they always have excuses i do not recommend this bank their works are quite efficient but if you want to open your bank account better come earlier before am one of the worst services in a bank specially for code the manager of the bank keeps giving people dirty looks as if us clients are robbing them of their money the staff in there should learn some manners throughout my life ive only written four reviews and now this marks my fifth unfortunately this app and its service are dreadful the provided phone numbers for contact are inaccurate and even one of them isnt theirs the second number is nonexistent this bank has not only mishandled my money but also failed to respond after i reached out through their website if i have my money taken it seems im expected to accept it silently due to their poor service or what lmao a plea to the company rectify your issues for there are many tourists in morocco and your shortcomings reflect poorly on us all a bank with agencies in a city with people refuses and postpones my music bands account opening untill days later for no specific reasons even though its an urgent matter i highly dont recommend this unprofessional bank,5,1.6,en,Negative,-0.10034161490683227
