bank_name,branch_name,location,review_text,rating,review_date
Crédit Agricole du Maroc,Crédit Agricole of Morocco - Smart Agency,"23, bd. Mohammed V , lotiss. Molk Allah، Temara, Morocco",,5,2023-05-07
Crédit Agricole du Maroc,Crédit Agricole of Morocco - Smart Agency,"23, bd. Mohammed V , lotiss. Molk Allah، Temara, Morocco",,5,2019-05-19
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"W369+H93, Av. Hassan II, Témara, Morocco",,5,2024-12-05
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"W369+H93, Av. Hassan II, Témara, Morocco",,5,2020-09-30
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"W369+H93, Av. Hassan II, Témara, Morocco",,5,2018-08-08
Crédit Agricole du Maroc,Credit Agricole,"W3MV+3F4, Avenida Moulay Ali Cherif, Temara, Morocco",Good services...,4,2017-04-11
Crédit Agricole du Maroc,Credit Agricole,"W3MV+3F4, Avenida Moulay Ali Cherif, Temara, Morocco",Good service at the Moulay Ali Cherif agency. But systematically needs updating.,4,2019-09-02
Crédit Agricole du Maroc,Credit Agricole,"W3MV+3F4, Avenida Moulay Ali Cherif, Temara, Morocco",Good service,5,2022-07-26
Crédit Agricole du Maroc,Credit Agricole,"W3MV+3F4, Avenida Moulay Ali Cherif, Temara, Morocco",Normal,3,2018-10-03
Crédit Agricole du Maroc,Credit Agricole,"W3MV+3F4, Avenida Moulay Ali Cherif, Temara, Morocco",,4,2025-04-08
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco",Nice,3,2015-03-07
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco","Friendly professional customer service.
I would like to thank the treasury employee for his patience in finding me all the series of banknotes and coins in circulation.",5,2019-12-27
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco","I've been trying to contact them by phone for two days in a row but no response.
the phone rings, but no one answers on the other end. I called other agencies, same thing. It's better to stop your line then",1,2022-02-11
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco","Good service for people with a lot of money, foot soldiers have to wait. Very long waiting times.",1,2023-04-03
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco",Bad service from the agents,1,2023-04-17
Crédit Agricole du Maroc,Crédit du Maroc,"Fquih Ben Salah 20000, Morocco","A bank to avoid: lousy service, lousy customer relations. They don't even respond to emails sent.",1,2023-10-11
Crédit Agricole du Maroc,Crédit du Maroc,"Fquih Ben Salah 20000, Morocco","Salam, Thahiya and Ahthram except the Bank of Morocco",5,2019-05-17
Crédit Agricole du Maroc,Crédit du Maroc,"Fquih Ben Salah 20000, Morocco",,5,2022-12-09
Crédit Agricole du Maroc,Crédit du Maroc,"Fquih Ben Salah 20000, Morocco",,5,2021-06-05
Crédit Agricole du Maroc,Crédit du Maroc,"Fquih Ben Salah 20000, Morocco",,5,2019-12-28
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco",Nice,3,2015-03-07
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco","Friendly professional customer service.
I would like to thank the treasury employee for his patience in finding me all the series of banknotes and coins in circulation.",5,2019-12-27
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco","I've been trying to contact them by phone for two days in a row but no response.
the phone rings, but no one answers on the other end. I called other agencies, same thing. It's better to stop your line then",1,2022-02-11
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco","Good service for people with a lot of money, foot soldiers have to wait. Very long waiting times.",1,2023-04-03
Crédit Agricole du Maroc,Crédit Agricole_Direction Régionale du Sud,"C9FW+598, Av. General Kettani, Agadir 80000, Morocco",Bad service from the agents,1,2023-04-17
Crédit Agricole du Maroc,Crédit agricole CA,"WMJ8+3C8, Bd Chouhada, Berkane, Morocco",,5,2024-04-27
Crédit Agricole du Maroc,Crédit agricole CA,"WMJ8+3C8, Bd Chouhada, Berkane, Morocco",,5,2022-11-24
Crédit Agricole du Maroc,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000, Morocco",,1,2022-10-12
Crédit Agricole du Maroc,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000, Morocco",,5,2018-09-02
Crédit Agricole du Maroc,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000, Morocco",,3,2018-04-02
Crédit Agricole du Maroc,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000, Morocco",,5,2016-07-25
Crédit Agricole du Maroc,Crédit du Maroc,"Angle Bd Mohammed V et Rue Mokhtar Soussi, Berkane 20000, Morocco",,1,2015-01-28
Crédit Agricole du Maroc,credit agricole du maroc,"WMMF+5J8, Berkane, Morocco",,5,2018-06-16
Crédit Agricole du Maroc,credit agricole du maroc,"WMMF+5J8, Berkane, Morocco",,5,2018-02-03
Crédit Agricole du Maroc,Crédit Agricole,"9CCX+QQQ, Dcheira El Jihadia 80000, Morocco","Substandard, lack of respect for customers. For more than half an hour, I waited for an empty reception. The private security man who is at the agency and the employee inside the agency, but he is not available, the height of recklessness and unprofessionalism.",1,2024-12-24
Crédit Agricole du Maroc,Crédit Agricole,"9CCX+QQQ, Dcheira El Jihadia 80000, Morocco","Under the title of an unprepared, substandard window",1,2024-11-01
Crédit Agricole du Maroc,Crédit Agricole - Agence Inzegane Med V,"9FC8+3WC, Dcheira El Jihadia 80000, Morocco","I provide a bank and provide services, and I have the most despicable people. I have servants in it and I make the most deductions. The senior officials in charge of this institution and its advancement began by changing the employees and stakeholders.",1,2024-11-13
Crédit Agricole du Maroc,Crédit Agricole - Agence Inzegane Med V,"9FC8+3WC, Dcheira El Jihadia 80000, Morocco",,5,2025-04-16
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco","Slow service, never answer the phone.",1,2025-02-03
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco","The Agricultural Credit Bank of Morocco is a small bank located in the northern central market of Inezgane, which is close to the Bir Anzrane Mosque. It has an ATM outside the building that operates 24/24.",4,2018-06-28
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco",Thank you for the pretty little lady at reception. She is very kind and welcoming.,5,2023-03-25
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco",Although I have never dealt with him before,4,2019-02-13
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco","We always have to wait until the employees break their fast at their convenience, and the customers have to wait unless they have no work. And when you complain, he tells you to be patient (9:30 and we are 6 customers)",2,2023-09-07
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",A banking institution to finance projects,5,2022-12-12
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",The “farmer-friendly” bank.,5,2020-01-28
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",Impeccable service,5,2023-05-29
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",,5,2021-02-10
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"2522+78M, Av. Al Abtal, Rabat 10100, Morocco",🚮🚮,1,2024-12-10
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"2522+78M, Av. Al Abtal, Rabat 10100, Morocco","Management is very inefficient because the procedures take a lot of time, even if the completion can sometimes be rapid, lasting from a few minutes to several hours or even days.",1,2024-05-03
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"2522+78M, Av. Al Abtal, Rabat 10100, Morocco",Bad behavior towards 3 customers. Absence of the cashier in addition to an unjustified defense of the branch manager.,1,2023-01-18
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"2522+78M, Av. Al Abtal, Rabat 10100, Morocco",Very long service and lack of professionalism 👎,1,2021-10-04
Crédit Agricole du Maroc,Crédit Agricole du Maroc,"2522+78M, Av. Al Abtal, Rabat 10100, Morocco",For communication most of the time we don't answer our calls,1,2020-06-24
Crédit Agricole du Maroc,Credit Agricole Du Maroc (Agence Madagascar),"2592+G83, Av. Madagascar, Rabat, Morocco",I haven't found a way to give 0 stars or less. Bad experience at the counter on a Sunday. A counter that swallows cards (2 cards were swallowed because I urgently needed money) because it physically blocks them when they are about to come out!!!!! Avoid!!!!!!!,1,2024-09-09
Crédit Agricole du Maroc,Credit Agricole Du Maroc (Agence Madagascar),"2592+G83, Av. Madagascar, Rabat, Morocco",,1,2024-08-09
Crédit Agricole du Maroc,Credit Agricole Du Maroc (Agence Madagascar),"2592+G83, Av. Madagascar, Rabat, Morocco",,2,2021-01-02
Crédit Agricole du Maroc,Credit Agricole Du Maroc (Agence Madagascar),"2592+G83, Av. Madagascar, Rabat, Morocco",,2,2020-01-18
Crédit Agricole du Maroc,Credit Agricole Du Maroc (Agence Madagascar),"2592+G83, Av. Madagascar, Rabat, Morocco",,3,2017-09-25
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco","We always have to wait until the employees break their fast at their convenience, and the customers have to wait unless they have no work. And when you complain, he tells you to be patient (9:30 and we are 6 customers)",2,2023-09-07
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",A banking institution to finance projects,5,2022-12-12
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",The “farmer-friendly” bank.,5,2020-01-28
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",Impeccable service,5,2023-05-29
Crédit Agricole du Maroc,Crédit Agricole,"9FJW+47C, Agadir 80000, Morocco",,5,2021-02-10
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco","There is always a three-day delay in getting wages. Unlike some banks, this makes me think about changing the bank
Sometimes there is no money in the automatic fund
This is repeated in the Takween and Inezgane regions
Frankly, this is very annoying",1,2023-10-01
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco",,4,2022-01-03
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco",,5,2021-03-15
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco",,1,2020-08-08
Crédit Agricole du Maroc,The agricultural loan,"9F23+XH8, Av. Moulay Ali Cherif, Inezgane 80000, Morocco",good,5,2017-08-30
Crédit Agricole du Maroc,The agricultural loan,"9F23+XH8, Av. Moulay Ali Cherif, Inezgane 80000, Morocco",The bank is no longer here and they no longer run out of water and light,5,2023-12-20
Crédit Agricole du Maroc,The agricultural loan,"9F23+XH8, Av. Moulay Ali Cherif, Inezgane 80000, Morocco",,4,2025-02-08
Crédit Agricole du Maroc,The agricultural loan,"9F23+XH8, Av. Moulay Ali Cherif, Inezgane 80000, Morocco",,5,2024-12-14
Crédit Agricole du Maroc,The agricultural loan,"9F23+XH8, Av. Moulay Ali Cherif, Inezgane 80000, Morocco",,5,2022-06-26
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco","Slow service, never answer the phone.",1,2025-02-03
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco","The Agricultural Credit Bank of Morocco is a small bank located in the northern central market of Inezgane, which is close to the Bir Anzrane Mosque. It has an ATM outside the building that operates 24/24.",4,2018-06-28
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco",Thank you for the pretty little lady at reception. She is very kind and welcoming.,5,2023-03-25
Crédit Agricole du Maroc,Agricultural Bank,"9F48+7PG, Inezgane 80000, Morocco",Although I have never dealt with him before,4,2019-02-13
Crédit Agricole du Maroc,Crédit Agricole,"92 Av. Hassan II, Aït Melloul 80000, Morocco",Service is good,4,2018-09-11
Crédit Agricole du Maroc,Crédit Agricole,"92 Av. Hassan II, Aït Melloul 80000, Morocco",A phone number that does not match...it belongs to someone else,1,2024-10-10
Crédit Agricole du Maroc,Crédit Agricole,"92 Av. Hassan II, Aït Melloul 80000, Morocco",Bon équipe,5,2017-11-16
Crédit Agricole du Maroc,Crédit Agricole,"92 Av. Hassan II, Aït Melloul 80000, Morocco",,5,2024-04-23
Crédit Agricole du Maroc,Crédit Agricole,"92 Av. Hassan II, Aït Melloul 80000, Morocco",,1,2017-08-13
Crédit Agricole du Maroc,Crédit Agricole,"8GH6+MWV, Av. Mohamed VI, Aït Melloul 80000, Morocco",Kishi is always a loser and always has no ticket,1,2024-11-01
Crédit Agricole du Maroc,Crédit Agricole,"8GH6+MWV, Av. Mohamed VI, Aït Melloul 80000, Morocco","Civil servant especially the woman at the cash register
And really rude and ill-mannered",1,2021-01-08
Crédit Agricole du Maroc,Crédit du Maroc,"Avenue Mohammed V, Aït Melloul 20000, Morocco",There are very few employees who deal with it or explain the information in detail. It is a burden on them,5,2025-01-01
Crédit Agricole du Maroc,Crédit du Maroc,"Avenue Mohammed V, Aït Melloul 20000, Morocco",poor customer service..,1,2014-10-15
Crédit Agricole du Maroc,Crédit du Maroc,"Avenue Mohammed V, Aït Melloul 20000, Morocco",👍🏼,4,2017-11-30
Crédit Agricole du Maroc,Crédit du Maroc,"Avenue Mohammed V, Aït Melloul 20000, Morocco",,5,2024-04-04
Crédit Agricole du Maroc,Crédit du Maroc,"Avenue Mohammed V, Aït Melloul 20000, Morocco",,5,2021-03-25
Crédit Agricole du Maroc,Crédit Agricole,"9H8M+6R3, N10, Temsia, Morocco","Good treatment, very nice staff",5,2024-07-06
Crédit Agricole du Maroc,Crédit Agricole,"9H8M+6R3, N10, Temsia, Morocco",Top advisor,5,2022-02-15
Crédit Agricole du Maroc,Crédit Agricole,"9H8M+6R3, N10, Temsia, Morocco",a little far,3,2012-12-07
Crédit Agricole du Maroc,Crédit Agricole,"9H8M+6R3, N10, Temsia, Morocco",,5,2024-03-19
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco","There is always a three-day delay in getting wages. Unlike some banks, this makes me think about changing the bank
Sometimes there is no money in the automatic fund
This is repeated in the Takween and Inezgane regions
Frankly, this is very annoying",1,2023-10-01
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco",,4,2022-01-03
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco",,5,2021-03-15
Crédit Agricole du Maroc,Crédit Agricole,"9GH9+HXX Talat Izm, Drarga 80000, Morocco",,1,2020-08-08
Crédit Agricole du Maroc,Crédit du Maroc,"Bd Mohammed V - Oulad Teima - Province de Taroudant, Oulad Teima 20000, Morocco","If you have never dealt with incompetent employees in your lifetime ,you will by opening an account at this agency. They don't wanna execute the operations neither close the account it's a trap.
'الداخل مفقود و الخارج مولود""
If there was 0 stars I would give it.",1,2024-08-29
Crédit Agricole du Maroc,Crédit du Maroc,"Bd Mohammed V - Oulad Teima - Province de Taroudant, Oulad Teima 20000, Morocco","An empty bank of employees. We waited 40 minutes for the employee to come, then we waited 30 minutes for our turn to arrive.
There is no power nor strength except in God",1,2025-03-25
Crédit Agricole du Maroc,Crédit du Maroc,"Bd Mohammed V - Oulad Teima - Province de Taroudant, Oulad Teima 20000, Morocco","Today I would like to unfortunately report to this Bank that you have incompetent security agents working because I am an MRE credit customer from Morocco, Burgundy Casablanca agency, I was passing through Oulad Teima on Monday March 7 and I would like to make a payment to my account by changing the euro into dh 1000 euros
unfortunately this person at the door who did not want to let me in despite my explanations at 3:50 p.m. while waiting in front of the Bank I took money from the ATM he brought in a woman and two men I pointed out to him he slammed the door hiding behind an advertisement.
You have to teach this person politeness and customer relations, he doesn't have the level at all",1,2022-03-08
Crédit Agricole du Maroc,Crédit du Maroc,"Bd Mohammed V - Oulad Teima - Province de Taroudant, Oulad Teima 20000, Morocco","A bank without a standard, neither a manager nor an employee, Ahmed, very, very, very bad service",1,2024-06-04
Crédit Agricole du Maroc,Crédit du Maroc,"Bd Mohammed V - Oulad Teima - Province de Taroudant, Oulad Teima 20000, Morocco",Employees doing the work at the level,5,2020-11-22
Crédit Agricole du Maroc,Crédit Agricole,"9QVQ+2XM, Oulad Teima, Morocco",Like all Moroccan banks,4,2023-06-28
Crédit Agricole du Maroc,Crédit Agricole,"9QVQ+2XM, Oulad Teima, Morocco",Welcome to Inezgane,5,2021-01-27
Crédit Agricole du Maroc,Crédit Agricole,"9QVQ+2XM, Oulad Teima, Morocco",,5,2022-03-27
Crédit Agricole du Maroc,Crédit Agricole,"9QVQ+2XM, Oulad Teima, Morocco",,5,2020-11-06
Crédit Agricole du Maroc,Crédit Agricole,"6J8H+X9C, Biougra, Morocco",Good service,4,2019-07-08
Crédit Agricole du Maroc,Crédit Agricole,"6J8H+X9C, Biougra, Morocco",,5,2025-01-04
Crédit du Maroc,Crédit du Maroc,"Lotissement El Oulja II Lot n°130 Ain Sebaâ, Casablanca 20000, Morocco",,5,2023-12-05
Crédit du Maroc,Crédit du Maroc,"Lotissement El Oulja II Lot n°130 Ain Sebaâ, Casablanca 20000, Morocco",,5,2017-05-08
Crédit du Maroc,Crédit du Maroc,"Bd de Taza n° 179 Hay My Abdallah, Casablanca 20000, Morocco","A DISASTER!
I put a star only because I want my message to be published
Being a resident of this city but resident in France, I wanted to withdraw money from this ATM. It is then that the counter confirms the transaction but does not give me any ticket. So I decided to contact the banking staff who were inside.
An embittered, haughty woman who didn't even want to respond to the hello which told me that the bank was closed and that she couldn't do anything for me.
I explain to him that via my banking application the withdrawal was made but that no ticket was given by the counter (the zipper). This woman starts screaming and asks me to leave quickly, a dark-haired woman wearing a pink shirt, she starts screaming while explaining that she doesn't care.
I kept my calm and left wishing this woman all the misfortune in the world.
You are the image of the bank, Crédit du Maroc should be ashamed of employing a woman with a lack of professionalism, she should not be confronted with the public because her behavior and her image are the showcase of this bank.
Many people are looking for work and those with a smile.",1,2023-07-20
Crédit du Maroc,Crédit du Maroc,"Bd de Taza n° 179 Hay My Abdallah, Casablanca 20000, Morocco",Substandard just wastes their time on the mobile phone.,1,2022-10-04
Crédit du Maroc,Crédit du Maroc,"Bd de Taza n° 179 Hay My Abdallah, Casablanca 20000, Morocco",THANKS,5,2015-12-22
Crédit du Maroc,Crédit du Maroc,"Bd de Taza n° 179 Hay My Abdallah, Casablanca 20000, Morocco",,5,2023-12-30
Crédit du Maroc,Crédit du Maroc,"Bd de Taza n° 179 Hay My Abdallah, Casablanca 20000, Morocco",,1,2023-12-06
Crédit du Maroc,Crédit du Maroc,"Bd Panoramique, Casablanca 20000, Morocco",Please note that is agency is closed on Mondays mornings. It starts at 12:15.,4,2020-02-24
Crédit du Maroc,Crédit du Maroc,"Bd Panoramique, Casablanca 20000, Morocco","Please note, this is an agency and a business center as well.",4,2018-08-10
Crédit du Maroc,Crédit du Maroc,"Bd Panoramique, Casablanca 20000, Morocco",Moroccan Credit Friendly Club and staff training center,4,2016-04-18
Crédit du Maroc,Crédit du Maroc,"Bd Panoramique, Casablanca 20000, Morocco",Credit Morocco,4,2016-05-10
Crédit du Maroc,Crédit du Maroc,"Bd Panoramique, Casablanca 20000, Morocco",,5,2022-03-08
Crédit du Maroc,Crédit du Maroc,"Rue des Aït Yafalmane, Casablanca 20250, Morocco",ATM at the square,3,2019-05-02
Crédit du Maroc,Crédit du Maroc,"Rue des Aït Yafalmane, Casablanca 20250, Morocco",No one leaves the airport,5,2019-01-26
Crédit du Maroc,Crédit du Maroc,"Rue des Aït Yafalmane, Casablanca 20250, Morocco",The service is rotten,2,2018-04-04
Crédit du Maroc,Crédit du Maroc,"Rue des Aït Yafalmane, Casablanca 20250, Morocco",,5,2024-07-31
Crédit du Maroc,Crédit du Maroc,"Rue des Aït Yafalmane, Casablanca 20250, Morocco",,1,2020-04-10
Crédit du Maroc,Crédit du Maroc,"Route de Médiouna, 439 R315, Casablanca 20000, Morocco","Unfortunately no chairs for customers, we remain standing or you sit as in the photo, please remedy this have a good day.",2,2024-03-14
Crédit du Maroc,Crédit du Maroc,"Route de Médiouna, 439 R315, Casablanca 20000, Morocco","He's good at dealing with customers, and that's enough",4,2023-08-13
Crédit du Maroc,Crédit du Maroc,"Route de Médiouna, 439 R315, Casablanca 20000, Morocco",,5,2018-08-16
Crédit du Maroc,Crédit du Maroc,"Route de Médiouna, 439 R315, Casablanca 20000, Morocco",,3,2015-03-11
Crédit du Maroc,Crédit du Maroc,"402, Bd Al Wahda Al Afriquia, Casablanca 20000, Morocco",Decvanting! Rude staff and not at all professional,1,2024-09-09
Crédit du Maroc,Crédit du Maroc,"402, Bd Al Wahda Al Afriquia, Casablanca 20000, Morocco","The Bank of Morocco, the Africa Agency in the Benemsik District of the city of Casablanca, on African Unity Street, near the Joud Rahman Mosque, and also near Anabek, the National Agency for the Promotion of Employment and Skills.",3,2022-04-24
Crédit du Maroc,Crédit du Maroc,"402, Bd Al Wahda Al Afriquia, Casablanca 20000, Morocco",If there was minus 0 I would give it,1,2020-08-04
Crédit du Maroc,Crédit du Maroc,"402, Bd Al Wahda Al Afriquia, Casablanca 20000, Morocco",Preferred bank,3,2022-01-04
Crédit du Maroc,Crédit du Maroc,"16 Bd d'Afghanistan, Casablanca 20250, Morocco","Bank of Morocco, Hay Hassani Agency, on Afghanistan Street, opposite Afghanistan Mosque, near Asaki Bakery, in the Sidi El Khedir area, in the territory of Hay Hassani District, in the greater city of Casablanca.
This banking agency is located in an area that is usually crowded and popular, especially in the afternoon, due to the presence of several commercial stores and a large market for clothes, household supplies, etc., and also to the passage of several urban bus lines, especially lines 19 and 20.",3,2022-10-07
Crédit du Maroc,Crédit du Maroc,"16 Bd d'Afghanistan, Casablanca 20250, Morocco",Credit Bank of Morocco opposite Mosque Afghanistan,3,2017-06-20
Crédit du Maroc,Crédit du Maroc,"16 Bd d'Afghanistan, Casablanca 20250, Morocco",What's the difference between 7 days and 39 days old?,3,2016-06-20
Crédit du Maroc,Crédit du Maroc,"16 Bd d'Afghanistan, Casablanca 20250, Morocco",excellent,5,2023-10-31
Crédit du Maroc,Crédit du Maroc,"59, Avenue Al Massira Al Khadra - Cité Yacoub El Mansour, Rabat 20000, Morocco","there is no more credit from Morocco, empty building",1,2023-09-13
Crédit du Maroc,Crédit du Maroc,"59, Avenue Al Massira Al Khadra - Cité Yacoub El Mansour, Rabat 20000, Morocco",Service to improve,1,2022-06-30
Crédit du Maroc,Crédit du Maroc,"59, Avenue Al Massira Al Khadra - Cité Yacoub El Mansour, Rabat 20000, Morocco",,1,2019-02-23
Crédit du Maroc,Crédit du Maroc,"59, Avenue Al Massira Al Khadra - Cité Yacoub El Mansour, Rabat 20000, Morocco",,5,2018-09-12
Crédit du Maroc,Crédit du Maroc,"59, Avenue Al Massira Al Khadra - Cité Yacoub El Mansour, Rabat 20000, Morocco",,3,2016-12-21
Crédit du Maroc,Crédit Du Maroc,"59, Av. Al Massira Al Khadra - Cité Yacoub El Mansour, Yacoub El Mansour 10053, Morocco","Banking establishment of the Crédit du Maroc chain.
Banking establishment like the majority of banking establishments offers services, consumer loans, real estate loans and....",4,2023-05-13
Crédit du Maroc,Crédit Du Maroc,"59, Av. Al Massira Al Khadra - Cité Yacoub El Mansour, Yacoub El Mansour 10053, Morocco",fast service and good place,4,2022-07-28
Crédit du Maroc,Crédit Du Maroc,"59, Av. Al Massira Al Khadra - Cité Yacoub El Mansour, Yacoub El Mansour 10053, Morocco","Average service, no effort...",2,2019-08-10
Crédit du Maroc,Crédit Du Maroc,"59, Av. Al Massira Al Khadra - Cité Yacoub El Mansour, Yacoub El Mansour 10053, Morocco",,1,2024-12-06
Crédit du Maroc,Crédit Du Maroc,"59, Av. Al Massira Al Khadra - Cité Yacoub El Mansour, Yacoub El Mansour 10053, Morocco",,5,2024-07-10
Crédit du Maroc,Crédit du Maroc,"16, Lotissement Nadia Bd de la Grande Ceinture, Casablanca 20000, Morocco",Too bad,2,2017-09-15
Crédit du Maroc,Crédit du Maroc,"16, Lotissement Nadia Bd de la Grande Ceinture, Casablanca 20000, Morocco","Bank of Morocco, Hay Mohammadi Agency, on Al-Hizam Al-Kabir Street, near the Madakra tram station.",3,2021-02-12
Crédit du Maroc,Crédit du Maroc,"16, Lotissement Nadia Bd de la Grande Ceinture, Casablanca 20000, Morocco",,1,2019-06-05
Crédit du Maroc,Crédit du Maroc,"374 Bd Brahim Roudani, Casablanca 20000, Morocco",Correct,3,2022-01-17
Crédit du Maroc,Crédit du Maroc,"374 Bd Brahim Roudani, Casablanca 20000, Morocco","Very bad experience years ago.
Scammers and Group of thieves.
When I decided to leave Morocco, I wanted to close the bank account so that not closing it would not cause any problems.
There was a veiled Muslim girl who gave me some papers to sign. I did not realize the matter until I wanted to withdraw the remaining money to find the balance empty. Yes, I transferred the remaining money in the form of bank cards, a check book, and insurance.",1,2021-04-04
Crédit du Maroc,Crédit du Maroc,"374 Bd Brahim Roudani, Casablanca 20000, Morocco",Very poorly served,1,2024-09-02
Crédit du Maroc,Crédit du Maroc,"374 Bd Brahim Roudani, Casablanca 20000, Morocco",Welcoming and professional,5,2024-09-07
Crédit du Maroc,Crédit du Maroc,"374 Bd Brahim Roudani, Casablanca 20000, Morocco",,1,2025-01-05
Crédit du Maroc,Crédit Du Maroc - CASA BIR ANZARANE,"Angle Bir Anzarane et, H9P3+5M5, Rue Ali Abderrazzak, Abderrazak 20250, Morocco","No one answers the phone!!! It's incredible!!! We can't go to the agency every time we want a service!!!. Additionally, I have a small problem that hasn't been resolved for two weeks. Because of this, I missed a hotel reservation and internet shopping...",1,2024-07-22
Crédit du Maroc,Crédit Du Maroc - CASA BIR ANZARANE,"Angle Bir Anzarane et, H9P3+5M5, Rue Ali Abderrazzak, Abderrazak 20250, Morocco",the service in the agency is impeccable but in this time of confinement we need someone who at least answers the phone I call no one answers I need to activate a service please find a solution as soon as possible,3,2020-05-07
Crédit du Maroc,Crédit Du Maroc - CASA BIR ANZARANE,"Angle Bir Anzarane et, H9P3+5M5, Rue Ali Abderrazzak, Abderrazak 20250, Morocco",Agency without cashiers??? October 2 at 12:50 p.m.,1,2024-10-02
Crédit du Maroc,Crédit Du Maroc - CASA BIR ANZARANE,"Angle Bir Anzarane et, H9P3+5M5, Rue Ali Abderrazzak, Abderrazak 20250, Morocco",Nobody answers the phone. The bank is first of all the quality of service otherwise the management of bank accounts everyone knows how to do it...,4,2021-04-06
Crédit du Maroc,Crédit Du Maroc - CASA BIR ANZARANE,"Angle Bir Anzarane et, H9P3+5M5, Rue Ali Abderrazzak, Abderrazak 20250, Morocco","They have no words. The advisors are rubbish, they know nothing at all, I don't recommend you 👎👎👎👎",1,2021-04-15
Crédit du Maroc,Crédit du Maroc,"Angle Bd Moulay Youssef et Rue Goulmima, Casablanca 20000, Morocco",The window of the counter is broken and we can barely see the options,1,2022-12-09
Crédit du Maroc,Crédit du Maroc,"Angle Bd Moulay Youssef et Rue Goulmima, Casablanca 20000, Morocco",False information,1,2024-05-21
Crédit du Maroc,Crédit du Maroc,"Angle Bd Moulay Youssef et Rue Goulmima, Casablanca 20000, Morocco",Really poor service,1,2023-09-27
